City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
127,dawei,14.0833,98.2,26.86,82,100,1.53,MM,1722997363
128,banda aceh,5.5577,95.3222,28.55,71,69,5.71,ID,1722997220
129,suratgarh,29.3167,73.9,31.0,66,0,6.7,IN,1722997365
130,bethel,41.3712,-73.414,21.61,89,100,3.22,US,1722997348
131,norderney,53.7,7.15,18.9,84,100,2.85,DE,1722997368
132,kinablangan,7.6947,126.5503,28.77,68,99,2.22,PH,1722997369
133,dudinka,69.4058,86.1778,11.89,55,0,10.89,RU,1722997370
134,hassi messaoud,31.6804,6.0729,28.92,30,0,2.06,DZ,1722997371
135,nyurba,63.2842,118.3319,16.44,50,12,3.31,RU,1722997372
136,port lincoln,-34.7333,135.8667,15.63,55,25,7.22,AU,1722997373
137,calabozo,8.9242,-67.4293,24.18,93,17,1.1,VE,1722997374
138,haukipudas,65.1765,25.3523,11.03,71,6,3.28,FI,1722997375
139,filadelfia,39.9523,-75.1638,23.48,96,100,5.14,US,1722997134
140,katsuren-haebaru,26.3369,127.8719,33.21,73,75,4.12,JP,1722997377
141,kharp,66.8014,65.8081,10.75,60,9,0.47,RU,1722997379
142,la palma,33.8464,-118.0467,30.49,73,20,4.63,US,1722997380
143,klyuchi,52.2667,79.1667,19.82,77,100,1.36,RU,1722997381
144,saldanha,-33.0117,17.9442,10.03,86,97,2.78,ZA,1722997382
145,kete krachi,7.7939,-0.0498,24.2,81,98,4.07,GH,1722997383
146,shahpura,27.3833,75.9667,25.03,93,100,4.81,IN,1722997384
147,sitka,57.0531,-135.33,16.94,77,0,4.63,US,1722997385
148,campeche,19.0,-90.5,27.58,72,100,1.72,MX,1722997269
149,enewetak,11.3474,162.3373,28.59,77,100,5.49,MH,1722997295
150,acapulco de juarez,16.8634,-99.8901,28.9,74,100,2.57,MX,1722997389
151,linqiong,30.4159,103.4609,29.9,77,98,0.76,CN,1722997391
152,jalingo,8.8833,11.3667,22.23,96,78,1.89,NG,1722997392
153,broken hill,-31.95,141.4333,13.8,47,65,2.06,AU,1722997393
154,dhidhdhoo,6.8833,73.1,27.85,78,100,4.85,MV,1722997394
155,port saint john's,-31.6229,29.5448,14.01,66,0,2.16,ZA,1722997395
156,queenstown,-31.8976,26.8753,7.59,21,0,2.47,ZA,1722997396
157,ribeira grande,38.5167,-28.7,23.21,89,12,1.34,PT,1722997397
158,rugeley,52.7593,-1.9369,13.79,84,0,3.7,GB,1722997398
159,olonkinbyen,70.9221,-8.7187,5.57,100,100,6.09,SJ,1722997399
160,bubaque,11.2833,-15.8333,26.25,84,100,6.76,GW,1722997400
161,alpine,32.835,-116.7664,29.02,41,0,4.12,US,1722997401
162,alofi,-19.0595,-169.9187,23.94,69,75,4.12,NU,1722997402
163,adam,22.3756,57.5233,27.16,69,35,3.17,OM,1722997404
164,kenai,60.5544,-151.2583,17.03,84,100,4.63,US,1722997358
165,nabire,-3.3667,135.4833,26.99,87,100,1.01,ID,1722997406
166,richards bay,-28.783,32.0377,15.54,79,0,3.52,ZA,1722997407
167,yazd,31.8972,54.3675,31.06,18,0,2.06,IR,1722997408
168,palangkaraya,-2.2,113.8333,28.15,74,89,3.02,ID,1722997409
169,bandarbeyla,9.4942,50.8122,25.24,77,9,11.8,SO,1722997410
170,okhotsk,59.3833,143.3,12.05,79,100,3.19,RU,1722997411
171,al ghayzah,16.2079,52.176,25.03,89,90,1.56,YE,1722997412
172,brak,27.5496,14.2714,30.4,14,0,4.13,LY,1722997413
173,susuman,62.7833,148.1667,9.28,74,100,1.97,RU,1722997350
174,malvan,16.0667,73.4667,26.15,84,100,1.33,IN,1722997417
175,labytnangi,66.6572,66.4183,10.51,59,3,0.84,RU,1722997258
176,kavaratti,10.5669,72.642,26.6,83,100,3.93,IN,1722997385
177,shingu,33.7333,135.9833,30.07,73,88,2.06,JP,1722997420
178,mindelo,16.8901,-24.9804,25.75,83,75,6.17,CV,1722997421
179,pelabuhanratu,-6.9875,106.5514,27.75,71,92,1.57,ID,1722997422
180,ta`u,-14.2336,-169.5144,26.0,77,33,5.82,AS,1722997423
181,wasselonne,48.6372,7.4473,19.62,88,0,1.03,FR,1722997424
182,tibati,6.4667,12.6333,18.12,99,100,1.42,CM,1722997425
183,ramadi,33.4226,43.3058,33.39,17,0,6.26,IQ,1722997426
184,impfondo,1.6381,18.0667,22.22,84,100,1.39,CG,1722997427
185,arak,34.0917,49.6892,25.62,28,20,1.27,IR,1722997428
186,tofol,5.3248,163.0078,30.88,70,75,4.63,FM,1722997225
187,jackson,42.4165,-122.8345,32.43,16,9,3.58,US,1722997264
188,mahibadhoo,3.7833,72.9667,28.21,73,100,2.28,MV,1722997432
189,klaksvik,62.2266,-6.589,11.51,96,100,10.24,FO,1722997433
190,college,64.8569,-147.8028,22.99,65,75,2.06,US,1722997434
191,darhan,49.4867,105.9228,21.49,67,88,2.42,MN,1722997435
192,atafu village,-8.5421,-172.5159,28.36,76,100,6.16,TK,1722997273
193,weno,7.4515,151.8468,30.97,84,100,1.54,FM,1722997437
194,vadso,70.0744,29.7487,12.49,76,14,1.03,NO,1722997438
195,hithadhoo,-0.6,73.0833,27.6,74,84,1.74,MV,1722997439
196,charters towers,-20.1,146.2667,24.89,45,0,1.99,AU,1722997440
197,lagoa,39.05,-27.9833,21.74,72,67,3.72,PT,1722997441
198,shalkar,47.8288,59.6258,26.88,42,7,0.86,KZ,1722997442
199,nemuro,43.3236,145.575,18.8,99,100,3.62,JP,1722997444
200,aykhal,66.0,111.5,13.73,51,19,1.87,RU,1722997445
201,la ronge,55.1001,-105.2842,18.14,42,100,7.72,CA,1722997447
202,puerto armuelles,8.2833,-82.8667,24.99,93,100,0.45,PA,1722997448
203,biloela,-24.4167,150.5,15.53,85,100,1.47,AU,1722997449
204,protaras,35.0125,34.0583,26.1,90,0,0.45,CY,1722997450
205,morehead city,34.7229,-76.726,26.12,93,100,6.26,US,1722997451
206,tolanaro,-25.0319,46.9987,21.04,88,75,6.17,MG,1722997452
207,fisterra,42.9049,-9.2629,18.19,79,0,7.96,ES,1722997453
208,lincoln city,44.9582,-124.0179,19.82,77,0,7.6,US,1722997454
209,praia da vitoria,38.7333,-27.0667,23.14,83,20,2.82,PT,1722997455
210,dakoro,14.5106,6.765,24.96,70,100,3.86,NE,1722997457
211,santa elena de uairen,4.6167,-61.1333,19.2,89,16,1.12,VE,1722997458
212,alice springs,-23.7,133.8833,19.75,37,0,3.6,AU,1722997459
213,santana,-0.0583,-51.1817,29.1,79,75,3.6,BR,1722997376
214,puerto colombia,10.9878,-74.9547,26.05,82,100,1.62,CO,1722997461
215,semirara,12.0697,121.3986,27.57,81,18,4.98,PH,1722997462
216,mundybash,53.211,87.2983,16.02,94,100,1.37,RU,1722997463
217,niquero,20.0431,-77.5828,28.18,82,87,0.98,CU,1722997464
218,bamboo flat,11.7,92.7167,26.05,94,75,1.03,IN,1722997465
219,katsuura,35.1333,140.3,27.25,89,96,3.26,JP,1722997466
220,necochea,-38.5473,-58.7368,10.49,98,100,3.87,AR,1722997467
221,kourou,5.1552,-52.6478,25.03,91,100,2.57,GF,1722997468
222,sabang,5.8933,95.3214,27.77,80,100,9.14,ID,1722997470
223,valkeakoski,61.2642,24.0312,12.93,80,19,1.77,FI,1722997471
224,ambon,-3.6954,128.1814,26.08,89,40,3.09,ID,1722997472
225,nema,57.5067,50.5011,14.65,92,100,1.71,RU,1722997473
226,lebu,-37.6167,-73.65,5.96,84,2,2.55,CL,1722997474
227,troitsko-pechorsk,62.7084,56.1964,9.79,73,95,3.19,RU,1722997475
228,kailua-kona,19.6406,-155.9956,26.98,86,75,2.06,US,1722997476
229,mchinji,-13.7984,32.8802,12.67,65,0,1.68,MW,1722997477
230,khanbari,27.3747,87.2039,23.93,91,100,0.91,NP,1722997478
231,thinadhoo,0.5333,72.9333,28.29,69,8,2.3,MV,1722997479
232,dalandzadgad,43.5708,104.425,28.18,33,53,7.7,MN,1722997480
233,sumbawa besar,-8.5,117.4333,32.23,41,4,3.9,ID,1722997481
234,buckeye,33.3703,-112.5838,40.57,30,0,9.26,US,1722997483
235,xinzhi,36.4989,111.7047,24.16,82,100,2.58,CN,1722997484
236,tadine,-21.55,167.8833,21.75,59,60,6.25,NC,1722997485
237,sayat,38.7839,63.8803,26.93,20,0,5.66,TM,1722997486
238,anan,33.9167,134.65,32.88,67,29,3.34,JP,1722997487
239,richfield,44.8833,-93.283,20.36,72,0,0.0,US,1722997488
240,kingston,17.997,-76.7936,29.53,84,20,3.6,JM,1722997398
241,tsiombe,-25.3,45.4833,19.18,82,100,4.28,MG,1722997490
242,rikaze,29.25,88.8833,15.51,48,100,1.43,CN,1722997491
243,ratnagiri,16.9833,73.3,26.45,83,100,2.05,IN,1722997492
244,belmonte,-15.8631,-38.8828,21.83,88,54,3.25,BR,1722997493
245,dubbo,-32.25,148.6167,14.07,51,11,3.09,AU,1722997494
246,smara,26.7384,-11.6719,20.92,70,0,5.58,EH,1722997497
247,keflavik,64.0049,-22.5624,10.24,100,0,3.6,IS,1722997498
248,meulaboh,4.1363,96.1285,25.17,87,77,1.9,ID,1722997499
249,jiangzi,28.95,89.6333,8.25,55,96,1.66,CN,1722997500
250,hutchinson,38.0608,-97.9298,26.69,61,0,3.6,US,1722997289
251,saint-francois,46.4154,3.9054,20.69,86,100,2.06,FR,1722997502
252,stephenville,32.2207,-98.2023,31.75,45,0,1.54,US,1722997503
253,mount isa,-20.7333,139.5,21.87,28,1,5.14,AU,1722997504
254,vernon,50.2581,-119.2691,29.61,25,45,3.13,CA,1722997505
255,kapuskasing,49.4169,-82.4331,14.05,67,20,1.03,CA,1722997508
256,jayapura,-2.5333,140.7,29.66,81,100,2.17,ID,1722997509
257,harper,4.375,-7.7169,23.4,83,100,3.9,LR,1722997510
258,san pedro pochutla,15.7333,-96.4667,28.84,87,100,2.08,MX,1722997511
259,margate,51.3813,1.3862,14.83,83,47,4.81,GB,1722997512
260,firuzabad,28.8438,52.5707,26.58,29,17,0.47,IR,1722997513
261,juba,4.8517,31.5825,20.34,90,100,0.69,SS,1722997514
262,ust'-kulom,61.6864,53.6902,10.05,89,100,3.15,RU,1722997515
263,la'ie,21.6477,-157.9253,30.98,71,4,3.13,US,1722997517
264,asaita,11.5636,41.4394,25.7,81,100,1.86,ET,1722997518
265,harstad,68.799,16.5293,19.23,56,2,7.6,NO,1722997519
266,chibougamau,49.9168,-74.3659,11.79,62,20,2.57,CA,1722997520
267,okha,53.5739,142.9478,17.97,79,90,6.64,RU,1722997522
268,coquimbo,-29.9533,-71.3436,11.85,77,75,1.54,CL,1722997523
269,gobabis,-22.45,18.9667,12.76,25,16,1.69,NA,1722997524
270,city of balikpapan,-1.242,116.8942,26.97,89,40,4.12,ID,1722997525
271,belem,-1.4558,-48.5044,29.39,78,40,4.12,BR,1722997365
272,tazovsky,67.4667,78.7,8.32,75,0,7.08,RU,1722997527
273,kempsey,-31.0833,152.8333,20.08,55,96,1.79,AU,1722997528
274,east london,-33.0153,27.9116,13.62,61,0,4.04,ZA,1722997353
275,happy valley-goose bay,53.3168,-60.3315,14.17,67,75,2.57,CA,1722997531
276,guerrero negro,27.9769,-114.0611,23.96,70,25,5.89,MX,1722997532
277,brie-comte-robert,48.6833,2.6167,19.12,85,75,5.14,FR,1722997533
278,molchanovo,57.5817,83.7692,18.01,89,100,1.85,RU,1722997535
279,tralee,52.2704,-9.7026,13.58,92,87,4.75,IE,1722997536
280,kununurra,-15.7667,128.7333,30.99,37,15,4.63,AU,1722997269
281,zheleznogorsk-ilimskiy,56.5768,104.1217,19.03,61,100,2.23,RU,1722997538
282,dunedin,-45.8742,170.5036,11.56,59,100,1.34,NZ,1722997539
283,colonia,50.9333,6.95,19.97,83,0,1.54,DE,1722997347
284,parintins,-2.6283,-56.7358,26.47,48,95,1.25,BR,1722997541
285,ancud,-41.8697,-73.8203,5.76,88,50,2.09,CL,1722997542
286,severnoye,56.3491,78.3619,17.04,98,100,1.54,RU,1722997543
287,kampung ayer molek,2.2139,102.3278,29.34,82,20,2.06,MY,1722997544
288,fort bragg,35.139,-79.006,24.08,96,100,3.6,US,1722997450
289,antalaha,-14.9003,50.2788,18.75,86,9,3.12,MG,1722997336
290,fondettes,47.4035,0.5969,19.99,84,100,5.14,FR,1722997548
291,gejiu,23.306,103.1635,19.64,83,70,1.95,CN,1722997549
292,ixtapa,20.7,-105.2,27.35,89,100,0.0,MX,1722997550
293,verkhnevilyuysk,63.4453,120.3167,15.96,54,11,3.78,RU,1722997551
294,mount pearl,47.5166,-52.7813,16.64,89,75,6.69,CA,1722997337
295,halifax,44.6453,-63.5724,17.47,95,100,1.34,CA,1722997553
296,strezhevoy,60.7333,77.5889,13.68,60,84,3.78,RU,1722997554
297,hillsboro,45.5229,-122.9898,25.79,55,0,4.12,US,1722997555
298,zadar,44.1197,15.2422,21.34,78,0,1.03,HR,1722997556
299,salekhard,66.53,66.6019,10.21,60,1,2.0,RU,1722997557
300,fedorovskiy,45.0972,40.9517,17.47,84,11,3.01,RU,1722997559
301,siwa oasis,29.2041,25.5195,28.92,47,0,3.43,EG,1722997560
302,khorixas,-20.3667,14.9667,14.33,38,5,0.44,NA,1722997561
303,hami,42.8,93.45,33.12,15,100,0.82,CN,1722997562
304,pyt-yakh,60.7499,72.8582,11.98,61,23,3.48,RU,1722997563
305,el alto,-4.2714,-81.2147,17.81,75,0,10.21,PE,1722997564
306,lamu,-2.2717,40.902,24.81,86,2,7.13,KE,1722997565
307,saint-joseph,-21.3667,55.6167,18.21,67,0,1.53,RE,1722997566
308,reggane,26.7158,0.1714,35.65,15,2,5.36,DZ,1722997567
309,aasiaat,68.7098,-52.8699,3.6,95,97,3.1,GL,1722997568
310,vorkuta,67.5,64.0,8.77,62,12,4.03,RU,1722997569
311,hotan,37.0997,79.9269,21.8,64,100,7.57,CN,1722997570
312,duncan,34.5023,-97.9578,33.94,44,0,4.12,US,1722997572
313,jamestown,42.097,-79.2353,17.77,93,100,6.69,US,1722997573
314,san antonio de pale,-1.4014,5.6325,22.35,80,86,5.7,GQ,1722997574
315,rabo de peixe,37.8,-25.5833,22.73,83,20,4.12,PT,1722997575
316,st. john's,47.5649,-52.7093,17.1,89,75,6.69,CA,1722997576
317,epernay,49.05,3.95,19.06,98,100,2.9,FR,1722997577
318,micheweni,-4.9667,39.8333,24.25,84,11,3.79,TZ,1722997578
319,byron bay,-28.65,153.6167,18.17,61,56,4.39,AU,1722997427
320,tarawa,1.419,172.984,31.05,66,20,2.57,KI,1722997580
321,jaciara,-15.9653,-54.9683,22.32,34,0,1.24,BR,1722997581
322,gongchangling,41.1167,123.45,29.32,66,89,1.02,CN,1722997582
323,lagos,6.5833,3.75,25.18,83,97,2.94,NG,1722997583
324,san patricio,28.017,-97.5169,30.94,65,0,5.12,US,1722997585
325,garagoa,5.0824,-73.3633,15.31,96,82,1.43,CO,1722997586
326,sorong,-0.8833,131.25,27.81,78,59,4.47,ID,1722997587
327,remire-montjoly,4.9167,-52.2667,25.02,100,0,1.54,GF,1722997588
328,deqen,29.9618,90.7188,12.74,68,100,2.14,CN,1722997589
329,fada,7.25,4.0667,22.09,95,100,1.13,NG,1722997495
330,ol kalou,-0.2658,36.379,9.83,92,16,1.65,KE,1722997591
331,pangoa,-12.1167,-73.0,19.44,99,47,1.43,PE,1722997592
332,slave lake,55.2834,-114.769,14.99,88,100,3.09,CA,1722997593
333,vila franca do campo,37.7167,-25.4333,23.23,92,28,2.18,PT,1722997594
334,puerto leguizamo,-0.1934,-74.7819,23.46,93,74,0.96,CO,1722997595
335,sosnovo-ozerskoye,52.5249,111.5418,22.22,41,49,2.71,RU,1722997596
336,nantucket,41.2835,-70.0995,20.08,94,100,3.09,US,1722997597
337,east ballina,-28.8667,153.5833,18.22,62,83,4.67,AU,1722997599
338,sakakah,29.9697,40.2064,22.76,19,0,2.36,SA,1722997600
339,itaueira,-7.6033,-43.0256,24.83,41,98,3.72,BR,1722997601
340,zaozersk,69.4005,32.4476,12.59,57,67,2.24,RU,1722997602
341,bonthe,7.5264,-12.505,24.83,82,99,3.44,SL,1722997411
342,rundu,-17.9333,19.7667,14.61,20,0,1.02,NA,1722997604
343,acacoyagua,15.35,-92.65,25.49,95,100,1.44,MX,1722997606
344,tukrah,32.5341,20.5791,26.31,62,0,3.06,LY,1722997607
345,merritt island,28.5392,-80.672,30.0,77,0,4.47,US,1722997608
346,luwuk,-0.9516,122.7875,24.22,93,93,1.4,ID,1722997610
347,riberalta,-10.9833,-66.1,26.12,56,64,0.88,BO,1722997366
348,sao jose da coroa grande,-8.8978,-35.1478,23.89,79,3,4.54,BR,1722997612
349,chela,34.069,104.4619,16.78,89,100,0.5,CN,1722997613
350,rio grande,-32.035,-52.0986,16.08,99,100,3.55,BR,1722997424
351,mogocha,53.7333,119.7667,20.61,55,65,1.16,RU,1722997615
352,colonel hill,22.7667,-74.2167,28.56,80,35,6.1,BS,1722997616
353,urangan,-25.3,152.9,19.23,76,100,5.09,AU,1722997617
354,tyuratam,45.6507,63.3156,30.41,30,70,2.05,KZ,1722997618
355,chumphon,10.3333,98.8333,27.94,70,100,2.18,TH,1722997619
356,marsa alam,25.0757,34.8918,31.9,46,99,0.73,EG,1722997620
357,walvis bay,-22.9575,14.5053,11.72,95,84,1.44,NA,1722997621
358,indianola,41.3581,-93.5574,21.01,81,100,1.53,US,1722997623
359,bol,13.4586,14.7147,25.88,85,100,5.95,TD,1722997347
360,arkadelphia,34.1209,-93.0538,32.54,83,0,0.0,US,1722997625
